Unnamed: 0.1,Unnamed: 0,issue_url,issue_label,issue_created_at,issue_author_association,repository_url,issue_data
443397,492886,https://api.github.com/repos/onflow/kitty-items/issues/26,enhancement,2021-02-18T17:39:53Z,MEMBER,https://api.github.com/repos/onflow/kitty-items,"Shared marketplace for all users The current application only displays sale items for one account at a time. This allows users to purchase items from other users, but it is impossible to find items that are for sale without knowing an existing user's address. The application should have a tab that shows a list of _all_ items that are listed for sale."
549004,610173,https://api.github.com/repos/vert-x3/vertx-redis-client/issues/277,bug,2021-02-01T07:26:28Z,NONE,https://api.github.com/repos/vert-x3/vertx-redis-client,"In cluster mode, local IP is cached ### Questions In cluster mode, if domain name proxy is used, local IP is cached. If IP changes, the cluster cannot be accessed ### Version 4.0.0 ### Context > When creating a slot, actively pull the node information of the cluster, and cache the IP information and slot of the server response. However, if the IP under the domain name changes, it will not be able to access the cluster normally > The use of domain name access is mainly to shield the IP address of the intranet and avoid exposing the IP address of the intranet > Can I cache the original address? Instead of the server return address ### Extra ![image](https://user-images.githubusercontent.com/11959857/106426958-79beed00-64a1-11eb-9c59-dcee8332107c.png) "
242955,270222,https://api.github.com/repos/google/android-fhir/issues/174,bug,2021-01-24T14:30:01Z,COLLABORATOR,https://api.github.com/repos/google/android-fhir,"Invalid JSON element for number: ""8"" To reproduce: Click Patient registration example. Error: 2021-01-24 14:26:56.251 13762-13762/com.google.android.fhir.datacapture.gallery E/AndroidRuntime: FATAL EXCEPTION: main Process: com.google.android.fhir.datacapture.gallery, PID: 13762 java.lang.RuntimeException: An exception happened in constructor of class com.google.android.fhir.datacapture.QuestionnaireViewModel at androidx.lifecycle.SavedStateViewModelFactory.create(SavedStateViewModelFactory.java:132) at androidx.lifecycle.ViewModelProvider.get(ViewModelProvider.java:185) at androidx.lifecycle.ViewModelProvider.get(ViewModelProvider.java:150) at androidx.lifecycle.ViewModelLazy.getValue(ViewModelProvider.kt:54) at androidx.lifecycle.ViewModelLazy.getValue(ViewModelProvider.kt:41) at com.google.android.fhir.datacapture.QuestionnaireFragment.getViewModel(Unknown Source:2) at com.google.android.fhir.datacapture.QuestionnaireFragment.onViewCreated(QuestionnaireFragment.kt:53) at androidx.fragment.app.Fragment.performViewCreated(Fragment.java:2974) at androidx.fragment.app.FragmentStateManager.createView(FragmentStateManager.java:538) at androidx.fragment.app.FragmentStateManager.moveToExpectedState(FragmentStateManager.java:278) at androidx.fragment.app.FragmentManager.executeOpsTogether(FragmentManager.java:2177) at androidx.fragment.app.FragmentManager.removeRedundantOperationsAndExecute(FragmentManager.java:2088) at androidx.fragment.app.FragmentManager.execPendingActions(FragmentManager.java:1990) at androidx.fragment.app.FragmentManager.dispatchStateChange(FragmentManager.java:3122) at androidx.fragment.app.FragmentManager.dispatchActivityCreated(FragmentManager.java:3056) at androidx.fragment.app.FragmentController.dispatchActivityCreated(FragmentController.java:251) at androidx.fragment.app.FragmentActivity.onStart(FragmentActivity.java:473) at androidx.appcompat.app.AppCompatActivity.onStart(AppCompatActivity.java:201) at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1425) at android.app.Activity.performStart(Activity.java:7825) at android.app.ActivityThread.handleStartActivity(ActivityThread.java:3294) at android.app.servertransaction.TransactionExecutor.performLifecycleSequence(TransactionExecutor.java:221) at android.app.servertransaction.TransactionExecutor.cycleToPath(TransactionExecutor.java:201) at android.app.servertransaction.TransactionExecutor.executeLifecycleState(TransactionExecutor.java:173) at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:97) at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2016) at android.os.Handler.dispatchMessage(Handler.java:107) at android.os.Looper.loop(Looper.java:214) at android.app.ActivityThread.main(ActivityThread.java:7356) at java.lang.reflect.Method.invoke(Native Method) at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:492) at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:930) Caused by: java.lang.IllegalArgumentException: Error parsing field: google.fhir.r4.core.Extension.ValueX.integer at com.google.fhir.common.JsonFormat$Parser.parseFieldValue(JsonFormat.java:957) at com.google.fhir.common.JsonFormat$Parser.mergeField(JsonFormat.java:857) at com.google.fhir.common.JsonFormat$Parser.mergeChoiceField(JsonFormat.java:826) at com.google.fhir.common.JsonFormat$Parser.mergeMessage(JsonFormat.java:762) at com.google.fhir.common.JsonFormat$Parser.parseFieldValue(JsonFormat.java:971) at com.google.fhir.common.JsonFormat$Parser.mergeRepeatedField(JsonFormat.java:897) at com.google.fhir.common.JsonFormat$Parser.mergeField(JsonFormat.java:855) at com.google.fhir.common.JsonFormat$Parser.mergeMessage(JsonFormat.java:764) at com.google.fhir.common.JsonFormat$Parser.parseFieldValue(JsonFormat.java:971) at com.google.fhir.common.JsonFormat$Parser.mergeRepeatedField(JsonFormat.java:897) at com.google.fhir.common.JsonFormat$Parser.mergeField(JsonFormat.java:855) at com.google.fhir.common.JsonFormat$Parser.mergeMessage(JsonFormat.java:764) at com.google.fhir.common.JsonFormat$Parser.parseFieldValue(JsonFormat.java:971) 2021-01-24 14:26:56.251 13762-13762/com.google.android.fhir.datacapture.gallery E/AndroidRuntime: at com.google.fhir.common.JsonFormat$Parser.mergeRepeatedField(JsonFormat.java:897) at com.google.fhir.common.JsonFormat$Parser.mergeField(JsonFormat.java:855) at com.google.fhir.common.JsonFormat$Parser.mergeMessage(JsonFormat.java:764) at com.google.fhir.common.JsonFormat$Parser.merge(JsonFormat.java:680) at com.google.fhir.common.JsonFormat$Parser.merge(JsonFormat.java:691) at com.google.android.fhir.datacapture.QuestionnaireViewModel.<init>(QuestionnaireViewModel.kt:40) at java.lang.reflect.Constructor.newInstance0(Native Method) at java.lang.reflect.Constructor.newInstance(Constructor.java:343) at androidx.lifecycle.SavedStateViewModelFactory.create(SavedStateViewModelFactory.java:122) ... 31 more Caused by: java.lang.IllegalArgumentException: Invalid JSON element for number: ""8"" at com.google.fhir.wrappers.PrimitiveWrappers.checkIsNumber(PrimitiveWrappers.java:204) at com.google.fhir.wrappers.PrimitiveWrappers.parseAndWrap(PrimitiveWrappers.java:155) at com.google.fhir.common.JsonFormat$Parser.parseFieldValue(JsonFormat.java:953) ... 52 more"
174155,193652,https://api.github.com/repos/vmangos/core/issues/1174,bug,2021-04-25T17:38:24Z,CONTRIBUTOR,https://api.github.com/repos/vmangos/core,"🐛 [Bug] Broadcast_text when trigged by mobs always use female gender <!-- Visit our Discord to engage directly with the developers of VMaNGOS. Discord: https://discord.gg/x9a2jt7 --> ## 🐛 Bug report <!-- Describe your issue in detail. Give us as much information as possible. You should include a screenshot! --> When a mob says something, text always uses female gender regarding target gender. ### Expected behavior <!-- How should it work + proof --> Text should use target gender. ### Steps to reproduce <!-- Provide all GM commands required to reproduce if possible--> To simplify tests, I set up a imp custom text: 1. UPDATE `broadcast_text` SET `male_text`='Test $Gmale:female;' WHERE `entry`=753; 2. send imp attack with a male char 3. verify text in screenshot ![screenshot](https://user-images.githubusercontent.com/1387160/116003293-c06d4080-a5d3-11eb-8648-c75d3f423167.png) ### Version & Environment <!-- Provide these infos if available and applicable --> <!-- Client Version: - 1.12.1.5875 - 1.11.2.5464 - 1.10.2.5302 - 1.9.4.5086 - 1.8.4.4878 - 1.7.1.4695 - 1.6.1.4544 - 1.5.1.4449 - 1.4.2.4375 - 1.3.1.4297 - 1.2.4.4222 --> Client Version: - 1.12.1.5875 <!-- Commit Hash: https://github.com/vmangos/core/tree/XXXX To find XXXX use `git log -1 --format=%H` in your local VMaNGOS repo --> Commit Hash: 669a867fe671e054a65240657b9cc05db8390e74 <!-- Operating System: - Win XX - MacOS XX - Linux Flavor --> OS Client: Arch Linux OS Server: Arch Linux ### Crashlog <!-- If this is a crash report, include the crashlog from a debug build with https://gist.github.com/) --> - None "
263038,292537,https://api.github.com/repos/valheimPlus/ValheimPlus/issues/363,bug,2021-03-14T01:17:01Z,NONE,https://api.github.com/repos/valheimPlus/ValheimPlus,"OS: Windows Server - **OS:* Windows Server - **Valheim Game Version:** 0.147.3 - **V+ Mod Version:** 0.9.5.5 **Describe the bug** When I start my game my character appearance is different, name is the same and server name is the same. I get a red error on the console game will start and shake and not let me move giving red error over and over on console. Will see if I can attach screenshots here. **To Reproduce** Steps for the devs to reproduce the behavior: 1. Go to '...' 2. Click on '....' 3. Scroll down to '....' 4. See error **Expected behavior** A clear and concise description of what you expected to happen. **Troubleshooting** What steps have you taken to try to fix? **Screenshots** ![c3EzihFs1j](https://user-images.githubusercontent.com/80606968/111054346-26897400-8429-11eb-8309-32a8e7254300.png) ![xEcjDtk8US](https://user-images.githubusercontent.com/80606968/111054349-30ab7280-8429-11eb-922d-14ca062bc994.png) If applicable, add screenshots to help explain your problem. **Link to [pastebin](https://pastebin.com) containing .cfg configuration if applicable:** **Additional context** *Please list any other mods besides V+ that you have installed* here. Add any other context about the problem here. "
550126,611419,https://api.github.com/repos/wttech/AEM-Code-Templates/issues/7,enhancement,2017-02-20T16:18:52Z,CONTRIBUTOR,https://api.github.com/repos/wttech/AEM-Code-Templates,Add support for hidden fields in Touch UI dialog templates [Hidden fields](https://docs.adobe.com/docs/en/aem/6-1/ref/granite-ui/api/jcr_root/libs/granite/ui/components/foundation/form/hidden/index.html) are quite useful in AEM dialogs as they can [provide useful hints and additional parameters to the Sling POST Servlet](https://sling.apache.org/documentation/bundles/manipulating-content-the-slingpostservlet-servlets-post.html). Please add support for generating a basic hidden field to the Touch UI templates.
304256,338268,https://api.github.com/repos/jgm/pandoc-citeproc/issues/225,enhancement,2016-05-03T18:26:55Z,NONE,https://api.github.com/repos/jgm/pandoc-citeproc,"No way to hide referenced title in addition to author If I don't mention the author specifically in the text, I'll cite them like this: ``` Some critics argue that foo is bar [@brown1999 23]. Output: Some critics argue that foo is bar (Brown 23). ``` If I mention the author's name, I can add a - to the citation: ``` Some critics, like Brown, argue that foo is bar [-@brown1999 23]. Output: Some critics, like Brown, argue that foo is bar (23). ``` Great. But what if the author has more than one publication? Since I use the MLA CSL, this CSL will include the title of the work in order to disambiguate: ``` Some critics argue that foo is bar [@brown1999 23]. Output: Some critics argue that foo is bar (Brown, ""The Fooiness of Bar,"" 23). Some critics, like Brown, in ""The Fooiness of Bar,"" argue that foo is bar [-@brown1999 23]. Output: Some critics, like Brown, in ""The Fooiness of Bar,"" argue that foo is bar (""The Fooiness of Bar,"" 23). ``` In the last example, the title of the work is repeated unnecessarily. Is there a way to remove both the author's name _and_ the title of the work, leaving only the page number? Something like this: ``` Some critics, like Brown, in ""The Fooiness of Bar,"" argue that foo is bar [--@brown1999 23]. Output: Some critics, like Brown, in ""The Fooiness of Bar,"" argue that foo is bar (23). ``` "
127112,141265,https://api.github.com/repos/Garderoben/MudBlazor/issues/1585,bug,2021-05-17T22:08:55Z,NONE,https://api.github.com/repos/Garderoben/MudBlazor,"Render delay when using TreeView on-demand load **Describe the bug** Before #1406 had been implemented, I created a custom solution to handle on demand load when expanding the tree node. It worked very well for me and now with the release of 5.0.9 that has the support for it built-in, I thought I would try to switch out for that. However, upon trying the new behavior, I cannot understand why there is a delay for rendering the on-demand load data. Based on the documentation, there is a Task.Delay for 500ms but if you take that one out, it still takes time to render the children tree. I attached a snippet from TryMudBlazor to demonstrate the issue and the comparison with my custom solution as well. If you look at it, my solution renders much faster than the new on-demand load. Even if I try adding a delay to show the loading button animation, my solution would be still faster. **Expected behavior** Tree item children nodes should be rendered without substantial delay. **TryMudBlazor** https://try.mudblazor.com/snippet/caclufvLrtIdbyjg. Expand the node ""Categories""."
111118,123512,https://api.github.com/repos/future-architect/vuls/issues/1047,enhancement,2020-09-04T00:52:10Z,NONE,https://api.github.com/repos/future-architect/vuls,vuls-beats https://www.elastic.co/guide/en/beats/devguide/current/new-beat.html (https://www.elastic.co/siem ) send vuls/detections alerts as a copy that are found to elastic search siems or logstash etc.. 
697035,774719,https://api.github.com/repos/hizzgdev/jsmind/issues/129,question,2018-05-11T03:46:18Z,NONE,https://api.github.com/repos/hizzgdev/jsmind,怎么获取节点后给节点添加事件？ 怎么获取节点后给节点添加事件？
158972,176744,https://api.github.com/repos/nicehash/NiceHashMiner/issues/14,enhancement,2017-07-13T01:29:09Z,NONE,https://api.github.com/repos/nicehash/NiceHashMiner,"error during benchmark prevents start of mining when benchmark is complete It has cost me a lot of money over the years when I install a new card and let it benchmark overnight or whatever, making sure to check the box to start mining when benchmarking is complete. It pretty much never starts because any time a benchmark fails, it just sits there asking if it should retry the failed benchmarks. Please either have this dialog bypass after a timeout or just skip it entirely when the box to start mining was checked. "
185921,206752,https://api.github.com/repos/claimvantage/sfdx-jenkins-shared-library/issues/98,enhancement,2021-01-29T17:17:21Z,CONTRIBUTOR,https://api.github.com/repos/claimvantage/sfdx-jenkins-shared-library,"Slack Notification Integration **Is your feature request related to a problem? Please describe.** No, request is related to a requirement of a new shared plugin that can be used to configure CI build status broadcast towards one or multiple slack channels. **A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]** I am always frustrated when I require to configure Slack plugins for each separate multi-pipeline build using individual Jenkins config file for each build project to send slack messages using closures (existing functionality) **A clear and concise description of what you want to happen.** I would like to be able to use a centralised plugin configuration that can be applied to multiple build projects, and can still be able to configure the default behaviour of the plugin using custom settings/parameters. **Describe alternatives you've considered** Use closures to inject specific code to send notification, which would require repeating the same code over and over again in multiple projects. **Additional context** Add any other context or screenshots about the feature request here."
99120,110149,https://api.github.com/repos/graphhopper/graphhopper/issues/2186,bug,2020-11-24T10:05:26Z,MEMBER,https://api.github.com/repos/graphhopper/graphhopper,"Date parsing fails in latest JDK16 Currently we disabled JDK16 because it fails at date parsing [here](https://github.com/graphhopper/graphhopper/commit/598ecb0ff519a86112686e8a97adbfe9c3148aa7). Now it seems that the latest JDK16 integrated [""CLDR 38""](https://unicode-org.github.io/cldr-staging/charts/38/delta/en.html#Months%20-%20abbreviated%20-%20Standalone) and so the abbreviations for months changed from `Sep` to `Sept` and so the currently working code fails with the latest JDK16: ``` new SimpleDateFormat(""yyyy MMM dd"", Locale.UK).parse(""2015 Sep 30""); ``` And indeed, [according to the docs](https://docs.oracle.com/javase/6/docs/api/java/text/SimpleDateFormat.html#text), the 3 characters just mean that the month is abbreviated - not that exactly 3 characters are used: > Text: For formatting, if the number of pattern letters is 4 or more, the full form is used; otherwise a short or abbreviated form is used if available. For parsing, both forms are accepted, independent of the number of pattern letters. This is a bit ugly as we cannot change the OSM tagging. It seems to work with Locale.US or Locale.ROOT. See: https://bugs.openjdk.java.net/browse/JDK-8256837 **Update:** > I'd suggest specifying Locale.US in the formatter. Still, there is a very slim chance that CLDR could change the abbreviated name to ""Sept"" in Locale.US though"
643211,714896,https://api.github.com/repos/OpenA3XX/opena3xx.community.contributions/issues/8,enhancement,2021-05-14T06:19:26Z,CONTRIBUTOR,https://api.github.com/repos/OpenA3XX/opena3xx.community.contributions,Button markings Implement button markings between the display buttons and the display to be engraved.
25372,28270,https://api.github.com/repos/cemac/forest-barc/issues/75,bug,2021-02-05T15:56:59Z,COLLABORATOR,https://api.github.com/repos/cemac/forest-barc,Change the dots to black on the pseudo warm front The dots need to be black to match Dan's spline
454742,505421,https://api.github.com/repos/geoschem/geos-chem/issues/686,bug,2021-04-08T20:53:59Z,NONE,https://api.github.com/repos/geoschem/geos-chem,"[BUG/ISSUE] dry run for data download w/ 13.0.1 not recognizing files are missing past day 2 of month for MERRA-2 global and GEOS-FP nested NA ### Description of the problem I cloned the GEOS-Chem code for version 13.0.1. I created two different run directories, one for GEOS-FP 0.25x0.3125 North America, one for MERRA-2 global 4x5, following the wiki; compiled the code; and did a dry run. for GEOS-FP 0.25x0.3125 NA it was for the month of July 2019. For MERRA-2 global 4x5 it was January - April 2018. I just noticed that in both cases, the only meteorological data that was recognized as required and missing files stopped on the 2nd day of the month. There are no files past day 2 of the initial month in the log files for the dry run, and so when I did the download data scripts based on those dry runs, no files past day 2 were downloaded of course. I tried to see if anyone had a similar issue but I haven't found. GEOS-FP files listed in the dry run log file, and downloaded for July 2019: `GEOSFP.20190701.A1.025x03125.nc GEOSFP.20190701.A3cld.025x03125.nc GEOSFP.20190701.A3dyn.025x03125.nc GEOSFP.20190701.A3mstC.025x03125.nc GEOSFP.20190701.A3mstE.025x03125.nc GEOSFP.20190701.I3.025x03125.nc GEOSFP.20190702.I3.025x03125.nc` Same but for MERRA-2 for January - April 2018, only has one folder for January 2018 with these files: `MERRA2.20180101.A1.4x5.nc4 MERRA2.20180101.A3cld.4x5.nc4 MERRA2.20180101.A3dyn.4x5.nc4 MERRA2.20180101.A3mstC.4x5.nc4 MERRA2.20180101.A3mstE.4x5.nc4 MERRA2.20180101.I3.4x5.nc4 MERRA2.20180102.I3.4x5.nc4` I followed the exact same workflow as what I had done with 13.0.0-rc, which successfully recognized all the files that were needed so for those dry runs of different time periods and meteorological fields I have been able to download multiple full months with all of the days of meteorological data. After switching to 13.0.1 they both seem to stop in day 2 after the I3 file. ### GEOS-Chem version 13.0.1 ### Description of modifications none ### Log files - Build log (if applicable): - Run logs (if applicable): dry run log for MERRA-2, 2018 Jan-Apr: [log.dryrun.201801_201804.txt](https://github.com/geoschem/geos-chem/files/6281330/log.dryrun.201801_201804.txt) with this input file: [input.geos.201801_201804.txt](https://github.com/geoschem/geos-chem/files/6281324/input.geos.201801_201804.txt) ; list of unique files log file: [log.dryrun.201801_201804.unique.txt](https://github.com/geoschem/geos-chem/files/6281372/log.dryrun.201801_201804.unique.txt) - dry run log for GEOS-FP, July 2019: [log.nested.dryrun.07.txt](https://github.com/geoschem/geos-chem/files/6281332/log.nested.dryrun.07.txt) with this input file [input.geos.txt](https://github.com/geoschem/geos-chem/files/6281333/input.geos.txt) ; list of unique files log file: [log.nested.dryrun.07.unique.txt](https://github.com/geoschem/geos-chem/files/6281355/log.nested.dryrun.07.unique.txt) - Run script (if applicable): run script for MERRA-2, 2018 Jan-Apr dry run: [dryrun_201801_201804.sbatch.txt](https://github.com/geoschem/geos-chem/files/6281375/dryrun_201801_201804.sbatch.txt) ; run script for downloading data: [dl_data_201801_201804.sbatch.txt](https://github.com/geoschem/geos-chem/files/6281380/dl_data_201801_201804.sbatch.txt) - run script for GEOS-FP, July 2019 dry run: [nested_dryrun_07.sbatch.txt](https://github.com/geoschem/geos-chem/files/6281335/nested_dryrun_07.sbatch.txt) ; run script for downloading data: [download_data_07.sbatch.txt](https://github.com/geoschem/geos-chem/files/6281346/download_data_07.sbatch.txt) ### Software versions - CMake version: 3.19.2 - Compilers (Intel or GNU, and version): gcc 9.3.0 - NetCDF version: 4.7.4 (C); 4.5.3 (Fortran)"
564214,627016,https://api.github.com/repos/pavlobu/deskreen/issues/61,enhancement,2021-01-26T18:33:19Z,NONE,https://api.github.com/repos/pavlobu/deskreen,"Change Allow button to green or blue Alow button is usually associated with blue / green color, so i think you should change the color of the Allow button. ![slika](https://user-images.githubusercontent.com/50620416/105888304-19e1c580-600d-11eb-936b-a46fd9d7ba00.png) "
152877,169963,https://api.github.com/repos/openapi-processor/openapi-processor-core/issues/55,enhancement,2021-02-19T09:49:27Z,MEMBER,https://api.github.com/repos/openapi-processor/openapi-processor-core,allow endpoint mapping by http method currently an endpoint specific mapping applies to all http methods. This limits the usefulness of the endpoint mapping because you don't always need/want the mapping for all http methods. this applies the mappings to all methods (current behaviour): ``` openapi-processor-mapping: v2 map: paths: /foo: types: - type: from => to ``` this applies the mappings only to the given http method (new/additional behaviour): ``` openapi-processor-mapping: v2 map: paths: /foo: get: types: - type: A => B patch: types: - type: A => C ``` 
125452,139408,https://api.github.com/repos/yconst/Tinymovr/issues/97,enhancement,2020-12-30T12:39:12Z,OWNER,https://api.github.com/repos/yconst/Tinymovr,Add conda installation instructions Add a small section detailing how to install Tinymovr using Anaconda
